well,id,well-id,group,last_tp,Cy5-mean-1,Cy5-mean-2,Cy5-mean-3,Cy5-mean-4,Cy5-std-1,Cy5-std-2,Cy5-std-3,Cy5-std-4,Cy5-CV-1,Cy5-CV-2,Cy5-CV-3,Cy5-CV-4
H01,57,H01-57,iRFP,9,41.40925267,48.61640798,48.17272727,49.25628141,15.2034759,14.3272366,13.5565208,13.81001681,0.367151661,0.294699613,0.28141485,0.280370674
H01,58,H01-58,iRFP,2,36.47881356,43.91005291,NA,NA,14.50933278,14.15437766,NA,NA,0.397746839,0.322349365,NA,NA
H01,59,H01-59,iRFP,9,42.21940928,45.77734375,42.16964286,45.67578125,15.55317417,14.34757011,13.27752424,13.35660093,0.368389194,0.313420765,0.314859774,0.292421948
H01,6,H01-6,iRFP,6,60.7544484,72.16753247,73.74453655,77.88043478,16.54553266,17.41425705,18.01185237,20.09055382,0.272334505,0.241303207,0.244246601,0.257966637
H01,60,H01-60,iRFP,9,25.39175258,33.14013841,37.155,36.67266187,14.05699496,12.98586194,13.17131258,13.34137812,0.553604755,0.391846943,0.354496369,0.363796284
H01,61,H01-61,iRFP,7,38.27530364,46.85820896,47.09022556,47.31501832,13.7029326,13.6936923,12.86100281,12.37374457,0.358009768,0.292236784,0.273114062,0.26151833
H01,62,H01-62,iRFP,1,37.91891892,NA,NA,NA,15.10372653,NA,NA,NA,0.39831638,NA,NA,NA
H01,63,H01-63,iRFP,1,40.38214286,NA,NA,NA,14.47388174,NA,NA,NA,0.358422825,NA,NA,NA
H01,64,H01-64,iRFP,9,63.33660131,68.6875,73.21018062,77.82069971,16.80280965,15.89515071,14.58034176,16.17970087,0.265293832,0.231412567,0.199157298,0.20790999
H01,65,H01-65,iRFP,4,37.64285714,44.66015625,47.74760383,47.28093645,14.44907645,13.31608426,12.86239047,13.35248919,0.383846433,0.298164749,0.269382952,0.282407461
H01,66,H01-66,iRFP,9,50.44827586,54.51162791,55.33206831,53.79343629,14.80933118,15.37227089,14.81978318,12.91409826,0.293554753,0.28199985,0.26783353,0.24006829
H01,67,H01-67,iRFP,4,57.35168196,63.08163265,62.57078313,64.17361111,16.5876927,14.82446507,14.6718459,14.44954337,0.289227659,0.235004461,0.234483974,0.225163321
H01,68,H01-68,iRFP,9,64.50746269,70.55806452,74.60952381,71.54462243,16.85373703,14.61621447,13.96901008,15.03180304,0.26126802,0.207151579,0.187228243,0.210103884
H01,69,H01-69,iRFP,7,39.00490196,47.20229008,52.48412698,57.584375,15.05789401,15.73107473,16.54162657,19.94161179,0.386051323,0.333269312,0.315173892,0.346302479
H01,7,H01-7,iRFP,9,41.45813953,50.32132132,53.62825279,54.70823245,16.07936324,14.6145284,15.0641123,14.87138908,0.38784575,0.290424178,0.280898808,0.271830919
H01,70,H01-70,iRFP,9,49.14932127,57.22177419,60.35393258,62.98987342,15.33104861,14.68552096,13.6490322,13.46500006,0.311927982,0.256642182,0.22614984,0.21376452
H01,71,H01-71,iRFP,9,54.65034965,61.31027254,62.92068966,64.18819188,16.15755414,15.10189567,15.55913922,14.73585409,0.295653262,0.246319174,0.247281765,0.229572662
H01,73,H01-73,iRFP,3,45.25423729,49.40942029,42.07297297,NA,14.60884712,13.93940503,13.99701027,NA,0.322817221,0.282120392,0.332684127,NA
H01,74,H01-74,iRFP,8,53.45887446,63.22070845,62.67108753,62.11989101,15.74985182,15.98748852,14.2446616,13.81867046,0.294616226,0.252883729,0.227292395,0.222451621
H01,75,H01-75,iRFP,5,53.87719298,60.62424242,63.23121387,62.23076923,15.10416484,13.67339887,14.70671889,14.86160052,0.280344317,0.225543418,0.232586376,0.238814347
H01,76,H01-76,iRFP,9,62.52914798,68.23668639,72.4676259,70.3201581,15.5513846,14.14287462,14.15432355,14.41933638,0.248706165,0.207262037,0.195319267,0.205052673
H01,77,H01-77,iRFP,5,38.54355401,46.3910387,46.18370884,49.45307918,14.84240154,14.55734643,13.6478696,14.04292741,0.385081291,0.313796519,0.295512637,0.283964672
H01,78,H01-78,iRFP,9,39.04405286,40.9009009,40.9015873,41.59116022,15.70762034,14.36100869,13.40527605,12.35406432,0.402305068,0.351117173,0.327744641,0.297035819
H01,79,H01-79,iRFP,5,60.40080972,69.1570997,72.54411765,74.38356164,15.26544082,14.04242932,14.79848345,14.33205062,0.252735698,0.20305116,0.20399288,0.19267766
H01,8,H01-8,iRFP,1,60.0884808,NA,NA,NA,16.2274274,NA,NA,NA,0.270058873,NA,NA,NA
H01,80,H01-80,iRFP,8,77.75862069,86.14788732,89.69607843,83.75871688,15.99198112,15.8127009,16.18886038,14.61430004,0.205661841,0.183552974,0.18048571,0.174480945
H01,81,H01-81,iRFP,7,60.98127341,65.06451613,63.18181818,67.01774398,16.20686801,14.15864759,13.72055594,13.92919592,0.26576795,0.217609358,0.217159878,0.207843402
H01,82,H01-82,iRFP,9,36.42125984,40.81775701,47.09090909,45.44890511,15.17404607,12.83429484,13.93603892,12.47885579,0.416626062,0.314429204,0.29593905,0.274568898
H01,83,H01-83,iRFP,9,37.33333333,45.59385666,47.42130751,43.75238095,15.51697261,14.38887854,13.93661651,12.94771975,0.415633195,0.315588099,0.293889335,0.295931775
H01,84,H01-84,iRFP,9,61.83829787,67.83137255,63.95870206,68.68709677,17.53365825,13.8990406,14.81801322,14.49389731,0.283540441,0.204905784,0.231680956,0.211013393
H01,85,H01-85,iRFP,1,54.01408451,NA,NA,NA,16.79019356,NA,NA,NA,0.310848434,NA,NA,NA
H01,86,H01-86,iRFP,9,80.40654206,86.04329004,77.13803681,86.10650888,16.98317348,16.63896838,15.46942248,14.53766437,0.211216315,0.193379035,0.200542082,0.168833513
H01,87,H01-87,iRFP,7,48.91262136,54.38823529,56.07234043,57.96536797,16.66174433,14.76967809,12.94666148,13.71379104,0.340643046,0.271560164,0.230892119,0.23658594
H01,88,H01-88,iRFP,4,37.47029703,39.09677419,38.62945368,42.90990991,15.00698217,15.08546585,13.40119068,13.44963883,0.400503422,0.385849374,0.346916392,0.31343899
H01,89,H01-89,iRFP,8,53.9255814,57,65.46031746,62.16446125,15.5106579,14.55055566,15.59222476,13.80917012,0.287630796,0.255272906,0.23819354,0.222139303
H01,9,H01-9,iRFP,4,60.69772257,64.70712909,64.82514735,76.74504951,16.15888166,14.86933996,14.43197158,16.54627026,0.266218912,0.229794463,0.222629214,0.21560049
H01,90,H01-90,iRFP,1,74.66350711,NA,NA,NA,16.70415974,NA,NA,NA,0.223725892,NA,NA,NA
H01,91,H01-91,iRFP,4,35.37619048,36.4280303,34.72590361,37.86378738,13.71083703,13.78853177,14.442038,12.25306461,0.387572456,0.378514338,0.4158866,0.323609059
H01,92,H01-92,iRFP,3,67.04926108,74.32034632,68.4841629,NA,15.30888975,15.41241058,14.57189922,NA,0.22832302,0.207378078,0.21277765,NA
H01,93,H01-93,iRFP,9,53.92893401,60.40625,66.23857868,63.59142857,16.51380058,14.74334463,15.63475674,13.79716061,0.306214111,0.244069854,0.23603702,0.216965728
H01,94,H01-94,iRFP,9,47.77380952,51.88697789,55.32762313,55.85934066,14.53896068,14.62712644,13.69324953,13.7266083,0.304329105,0.281903611,0.247493906,0.245735237
H01,95,H01-95,iRFP,8,67.52314815,70.84615385,81.3767313,75.03170732,15.05174474,15.86845403,15.93831292,14.9422129,0.222912366,0.223984693,0.195858357,0.199145314
H01,97,H01-97,iRFP,1,43.07727273,NA,NA,NA,14.41616617,NA,NA,NA,0.334658284,NA,NA,NA
H01,98,H01-98,iRFP,7,67.97,74.7605178,75.94915254,81.15365239,16.4495927,16.07529596,14.80504998,14.59129405,0.242012545,0.215023871,0.194933709,0.179798365
A02,1,A02-1,WT-UBQLN2,5,91.82512144,103.7137255,140.6595492,132.1993464,47.27169782,62.14223097,70.56450311,34.91094365,0.514801365,0.599170753,0.50166877,0.264078035
A02,10,A02-10,WT-UBQLN2,9,75.23688394,84.37097981,111.4674797,105.8782483,18.26973765,33.10261458,60.6522555,92.45546283,0.242829536,0.392345978,0.544125118,0.873224334
A02,100,A02-100,WT-UBQLN2,9,64.36324786,57.96645702,79.79822616,78.07081545,14.30111524,16.09428869,18.46316154,18.08223128,0.22219381,0.277648308,0.231373082,0.231613199
A02,101,A02-101,WT-UBQLN2,8,117.4196078,98.79810726,122.4503106,124.3764368,22.53851622,18.33659,20.74824732,21.66142864,0.191948488,0.185596572,0.169442178,0.174160228
A02,102,A02-102,WT-UBQLN2,3,55.60726073,66.89285714,104.7613982,NA,15.48130609,27.40215277,49.61893604,NA,0.278404401,0.409642433,0.473637589,NA
A02,103,A02-103,WT-UBQLN2,6,76.36900369,62.74524158,84.93353474,76.80087527,21.29559139,17.33882787,20.43222809,17.5620737,0.27885124,0.276336937,0.240567264,0.228670228
A02,104,A02-104,WT-UBQLN2,2,116.0112782,95.0192926,NA,NA,49.45077929,33.09277052,NA,NA,0.426258378,0.348274225,NA,NA
A02,105,A02-105,WT-UBQLN2,9,83.6146789,85.63400335,107.2776747,98.66476868,17.17311119,35.24645294,41.15728706,21.89176068,0.205383928,0.411594128,0.383651931,0.221880221
A02,106,A02-106,WT-UBQLN2,4,82.33864542,74.46820809,97.9552,94.49534451,15.2381121,15.68182099,19.34068233,19.34111311,0.185066344,0.210584105,0.197444162,0.204677947
A02,107,A02-107,WT-UBQLN2,9,93.49450549,88.86075949,119.1020408,110.8238636,18.58632387,16.32791675,20.88904558,19.37225637,0.198795895,0.183747211,0.175387806,0.174802211
A02,108,A02-108,WT-UBQLN2,1,63.07361963,NA,NA,NA,19.50996545,NA,NA,NA,0.30932053,NA,NA,NA
A02,109,A02-109,WT-UBQLN2,8,67.04867257,77.09263658,108.7035491,104.7969432,18.61943801,30.01857648,39.57741031,39.62141022,0.277700323,0.389383186,0.364085724,0.378077919
A02,11,A02-11,WT-UBQLN2,5,105.9745763,130.5891554,137.4698639,115.6375,58.04461491,107.6475156,112.7214702,27.19018378,0.547722076,0.824322014,0.819972225,0.235132926
A02,110,A02-110,WT-UBQLN2,3,57.14035088,66.29041916,86.7364532,NA,13.58687266,16.27098639,18.0692974,NA,0.237780701,0.245450045,0.208324144,NA
A02,111,A02-111,WT-UBQLN2,1,99.68918919,NA,NA,NA,32.65169408,NA,NA,NA,0.327534955,NA,NA,NA
A02,112,A02-112,WT-UBQLN2,8,98.59313725,100.3992933,103.46875,95.46712803,30.0601709,21.88113406,19.01263457,16.04081491,0.304891108,0.217941116,0.183752433,0.168024484
A02,113,A02-113,WT-UBQLN2,1,105.5300353,NA,NA,NA,25.86062772,NA,NA,NA,0.245054667,NA,NA,NA
A02,114,A02-114,WT-UBQLN2,9,80.59661017,107.6264591,114.0679348,112.0552995,17.22404671,17.08096309,18.98678757,17.75658979,0.213706838,0.158705984,0.166451576,0.15846274
A02,115,A02-115,WT-UBQLN2,1,69.3099631,NA,NA,NA,15.80858321,NA,NA,NA,0.228085292,NA,NA,NA
A02,116,A02-116,WT-UBQLN2,3,87.89328063,89.56900726,97.23835616,NA,20.09189546,17.03928542,19.96299748,NA,0.228594215,0.190236399,0.205299619,NA
A02,117,A02-117,WT-UBQLN2,3,76.25510204,72.64788732,93.14201183,NA,15.30393522,16.60697172,19.98958186,NA,0.200693918,0.228595384,0.214614023,NA
A02,118,A02-118,WT-UBQLN2,4,72.08737864,73.73333333,81.57142857,72.76833977,24.18179802,18.32223588,18.49793149,16.70966016,0.335451205,0.248493253,0.226769738,0.229628163
A02,119,A02-119,WT-UBQLN2,9,107.0630252,165.5163827,198.4378758,237.0518135,74.0204961,176.8890203,269.7124158,348.8095245,0.691373104,1.068710042,1.359178104,1.471448454
A02,12,A02-12,WT-UBQLN2,1,115.9141194,NA,NA,NA,22.46076745,NA,NA,NA,0.193770764,NA,NA,NA
A02,120,A02-120,WT-UBQLN2,9,61.61538462,60.67910448,74.64007092,72.06441224,15.9468324,16.42407562,17.89884572,16.74692865,0.258812511,0.270671029,0.2398021,0.232388333
A02,121,A02-121,WT-UBQLN2,4,70.4679803,53.27249357,80.4844358,73.38538206,35.83806916,22.85188228,21.87808346,30.23651484,0.50857239,0.428962129,0.271829991,0.412023675
A02,122,A02-122,WT-UBQLN2,9,56.54347826,59.10084034,76.5060423,74.38964992,15.75119943,19.3000174,19.673524,19.78708008,0.278567925,0.326560795,0.257149938,0.265992381
A02,123,A02-123,WT-UBQLN2,4,92.68844221,71.0212766,89.9010989,90.30672269,30.37112847,18.76947427,19.87472945,19.05924082,0.327668992,0.264279596,0.221073265,0.211050077
A02,13,A02-13,WT-UBQLN2,5,122.1044547,151.5866983,167.2391084,162.852329,58.02836979,92.7139765,84.80912217,55.50807758,0.475235485,0.611623431,0.507112977,0.340849148
A02,14,A02-14,WT-UBQLN2,7,89.25918367,105.143824,140.9794934,90.66492147,77.51373919,97.91615405,112.1085693,31.92108684,0.868411921,0.931259206,0.795211889,0.352077588
A02,15,A02-15,WT-UBQLN2,9,132.2235294,121.5181908,153.2896707,136.719655,87.03277921,130.0652809,118.8448609,102.5702454,0.658224596,1.07033589,0.775295951,0.750223115
A02,16,A02-16,WT-UBQLN2,1,67.6807152,NA,NA,NA,22.71873046,NA,NA,NA,0.335675094,NA,NA,NA
A02,17,A02-17,WT-UBQLN2,9,110.8832487,108.0224599,124.0061792,104.9774978,47.50169548,83.45791811,55.12730294,35.48575655,0.428393793,0.77259783,0.444552871,0.338032029
A02,18,A02-18,WT-UBQLN2,9,78.16335541,87.68627451,103.0578778,98.489671,15.61172874,17.59608378,21.00066029,19.31331905,0.19973207,0.200670902,0.2037754,0.196094868
A02,19,A02-19,WT-UBQLN2,4,86.97120921,73.24380704,97.52894995,89.34607219,32.52799084,34.2777863,28.61126373,24.01581177,0.374008722,0.467995694,0.293361753,0.268795384
A02,2,A02-2,WT-UBQLN2,9,72.32765957,75.64154412,102.8305304,93.8559322,37.19859127,61.48251836,71.37891347,72.131488,0.51430658,0.812814163,0.694141255,0.768534138
A02,20,A02-20,WT-UBQLN2,7,69.91959799,70.78086763,92.26295947,88.50901288,21.82863596,35.15394131,39.23197202,38.0601191,0.312196245,0.496658807,0.425219094,0.43001405
A02,21,A02-21,WT-UBQLN2,2,69.22144847,74,NA,NA,19.05730216,24.24223107,NA,NA,0.275309208,0.327597717,NA,NA
A02,22,A02-22,WT-UBQLN2,7,83.24268503,92.9445049,90.00404858,78.9271028,42.54338236,51.9658816,30.6978547,20.87157693,0.511076527,0.559106551,0.341071932,0.264441189
A02,23,A02-23,WT-UBQLN2,1,69.61705989,NA,NA,NA,19.61370126,NA,NA,NA,0.281736995,NA,NA,NA
A02,24,A02-24,WT-UBQLN2,3,100.5020979,126.2299887,120.3826745,NA,64.9938001,120.9873188,75.28531032,NA,0.646690979,0.958467319,0.625383267,NA
A02,25,A02-25,WT-UBQLN2,1,90.44854071,NA,NA,NA,26.75022506,NA,NA,NA,0.295750765,NA,NA,NA
A02,26,A02-26,WT-UBQLN2,7,100.9627119,93.7111334,128.7293388,127.3041765,29.6007667,29.74999147,41.54889938,48.80359464,0.293185139,0.317464856,0.322761693,0.383362086
A02,27,A02-27,WT-UBQLN2,1,92.61554192,NA,NA,NA,23.30555117,NA,NA,NA,0.251637584,NA,NA,NA
A02,28,A02-28,WT-UBQLN2,7,109.6853147,92.87872559,117.0679916,105.550765,53.60532011,36.44522689,49.27604106,23.41575308,0.488719208,0.392395854,0.420918138,0.221843519
A02,29,A02-29,WT-UBQLN2,9,115.8007737,124.8331688,152.2774958,165.412,40.61815584,79.89791615,86.76458893,113.9550537,0.350758933,0.640037555,0.569779458,0.688916485
A02,3,A02-3,WT-UBQLN2,9,71.76679463,72.26355748,116.2485302,127.6004124,39.2995574,81.12665813,122.2823472,210.2496129,0.547600845,1.122649658,1.051904459,1.647718914
A02,30,A02-30,WT-UBQLN2,9,75.39835729,63.17824377,88.24403471,91.35432099,17.68923609,19.18871442,21.73799048,21.67775528,0.234610364,0.303723454,0.24633949,0.237293158
A02,32,A02-32,WT-UBQLN2,1,94.07,NA,NA,NA,19.22563653,NA,NA,NA,0.204375853,NA,NA,NA
A02,34,A02-34,WT-UBQLN2,9,88.15195072,88.7917847,108.525,104.6335944,20.95456881,38.05204413,53.31585933,48.81442759,0.237709644,0.428553658,0.491277211,0.466527293
A02,35,A02-35,WT-UBQLN2,1,90.00218818,NA,NA,NA,25.82337744,NA,NA,NA,0.28691944,NA,NA,NA
A02,36,A02-36,WT-UBQLN2,1,92.88286334,NA,NA,NA,21.327814,NA,NA,NA,0.229620548,NA,NA,NA
A02,37,A02-37,WT-UBQLN2,9,78.57960199,75.50791139,82.75070822,74.25830258,37.6017344,58.10351904,27.68765806,18.97453322,0.478517751,0.7695024,0.334591192,0.255520697
A02,38,A02-38,WT-UBQLN2,3,97.60176991,100.1018676,119.377095,NA,25.44560042,48.30695374,41.98134369,NA,0.260708391,0.482577947,0.351670006,NA
A02,39,A02-39,WT-UBQLN2,9,56.2424812,64.64342314,77.18792711,74.85858586,15.90004728,15.73083672,18.92810977,16.85488737,0.282705296,0.24334783,0.245221118,0.225156369
A02,4,A02-4,WT-UBQLN2,8,120.8141361,121.9569685,169.8613353,104.3716012,69.00959421,60.8242048,122.9874547,17.45094922,0.571204632,0.498734968,0.724046202,0.167200168
A02,41,A02-41,WT-UBQLN2,1,89.15157895,NA,NA,NA,24.11311442,NA,NA,NA,0.270473218,NA,NA,NA
A02,42,A02-42,WT-UBQLN2,4,96.73684211,144.9425287,156.0884719,150.7854167,36.31840935,149.5708737,125.6039076,49.37789861,0.375435135,1.031932277,0.804696888,0.327471315
A02,43,A02-43,WT-UBQLN2,1,120.3815514,NA,NA,NA,44.66602266,NA,NA,NA,0.371037108,NA,NA,NA
A02,44,A02-44,WT-UBQLN2,2,110.9137056,131.8171296,NA,NA,38.04309158,40.97776478,NA,NA,0.34299721,0.310868283,NA,NA
A02,45,A02-45,WT-UBQLN2,1,71.53927813,NA,NA,NA,17.68292466,NA,NA,NA,0.247177846,NA,NA,NA
A02,46,A02-46,WT-UBQLN2,7,90.80976864,97.90063091,106.079955,101.9104278,48.59501394,37.42999227,33.42999481,28.76553286,0.535129807,0.382326364,0.315139602,0.2822629
A02,47,A02-47,WT-UBQLN2,9,73.36817102,119.4209078,146.3199357,126.4117647,49.47620973,125.4118782,150.5936876,109.2054425,0.674355228,1.050166847,1.029208268,0.863886702
A02,48,A02-48,WT-UBQLN2,2,78.78970917,78.64373464,NA,NA,17.77086527,19.8320554,NA,NA,0.22554805,0.252175911,NA,NA
A02,49,A02-49,WT-UBQLN2,8,76.1751663,66.8238342,97.60374833,87.53703704,21.10375393,23.61645277,28.5225834,23.13795649,0.27704244,0.353413614,0.292228361,0.264321906
A02,5,A02-5,WT-UBQLN2,9,82.31957858,85.95213675,106.4493186,110.8465991,33.43592503,56.6396717,60.68674618,66.59603187,0.406172209,0.658967582,0.570099903,0.600794543
A02,50,A02-50,WT-UBQLN2,9,149.5302198,92.17777778,111.7010526,112.9,121.9088638,17.58495429,20.03899091,17.55866358,0.815279105,0.190772166,0.179398407,0.155524035
A02,51,A02-51,WT-UBQLN2,2,88.5410628,110.5045317,NA,NA,29.22711343,38.22132016,NA,NA,0.330096709,0.345880115,NA,NA
A02,52,A02-52,WT-UBQLN2,7,90.35215054,90.01115242,106.9982206,109.7704591,17.00085927,17.04029409,19.18578387,19.68933381,0.188162198,0.189313142,0.179309373,0.179368238
A02,53,A02-53,WT-UBQLN2,7,87.53686636,94.65479876,123.1342535,115.0398506,33.822521,62.63440063,57.81425103,55.2606495,0.386380304,0.661713948,0.469522082,0.480360929
A02,54,A02-54,WT-UBQLN2,1,79.91521197,NA,NA,NA,25.81852634,NA,NA,NA,0.323073989,NA,NA,NA
A02,55,A02-55,WT-UBQLN2,1,83.6993865,NA,NA,NA,16.37169298,NA,NA,NA,0.195601111,NA,NA,NA
A02,56,A02-56,WT-UBQLN2,5,56.54154728,57.89201878,64.8411215,68.76485149,18.09467679,16.74238898,17.28521032,16.66714478,0.320024436,0.289200296,0.266577905,0.242378838
A02,57,A02-57,WT-UBQLN2,1,50.84952978,NA,NA,NA,16.20139487,NA,NA,NA,0.318614448,NA,NA,NA
A02,58,A02-58,WT-UBQLN2,9,114.641791,104.9632768,125.6507042,125.0790816,25.51610641,17.74987249,22.0826034,19.38983458,0.222572468,0.169105548,0.175745958,0.155020602
A02,59,A02-59,WT-UBQLN2,9,91.40559441,83.61517615,110.2382022,110.2253521,16.93229536,15.97977677,19.19367584,18.46137741,0.185243534,0.191110962,0.174110929,0.167487579
A02,6,A02-6,WT-UBQLN2,1,66.88416076,NA,NA,NA,21.75281965,NA,NA,NA,0.325231257,NA,NA,NA
A02,60,A02-60,WT-UBQLN2,1,85.06133333,NA,NA,NA,21.43091781,NA,NA,NA,0.251946648,NA,NA,NA
A02,61,A02-61,WT-UBQLN2,1,99.36094675,NA,NA,NA,17.45526527,NA,NA,NA,0.175675311,NA,NA,NA
A02,62,A02-62,WT-UBQLN2,1,82.7191358,NA,NA,NA,19.26371897,NA,NA,NA,0.232881047,NA,NA,NA
A02,63,A02-63,WT-UBQLN2,9,45.92444444,65.84009547,73.44339623,64.87270341,21.04954109,27.21985183,25.49805648,20.51110871,0.458351567,0.413423639,0.347179703,0.316174718
A02,64,A02-64,WT-UBQLN2,3,65.38289963,92.24257426,92.73333333,NA,16.98102608,21.40753937,20.62742819,NA,0.259716626,0.232078729,0.222438118,NA
A02,65,A02-65,WT-UBQLN2,1,98.41776938,NA,NA,NA,61.33093276,NA,NA,NA,0.623169303,NA,NA,NA
A02,67,A02-67,WT-UBQLN2,9,77.22418879,77.92639594,116.171875,102.4249404,31.20968014,64.61127154,69.17466163,77.68512265,0.404143839,0.829132039,0.595451021,0.758459046
A02,68,A02-68,WT-UBQLN2,6,54.88951841,57.94594595,68.66301969,70.61830357,16.87738578,16.43640409,17.09249551,18.53927599,0.30747921,0.28365063,0.248933059,0.262527915
A02,69,A02-69,WT-UBQLN2,9,39.53763441,56.12723214,62.1039604,59.84546805,13.85063109,15.38318218,18.14192537,16.50583798,0.350315119,0.274076978,0.292121875,0.275807651
A02,7,A02-7,WT-UBQLN2,9,69.14968153,68.70816327,88.82090831,89.75511876,18.03808471,22.47362478,25.29807851,25.59803593,0.260855644,0.327088132,0.284821209,0.285198619
A02,70,A02-70,WT-UBQLN2,8,107.9553265,103.0612745,123.5334773,114.5466418,19.84773821,19.97482902,21.77725601,19.42363703,0.183851403,0.193815079,0.176286271,0.169569677
A02,71,A02-71,WT-UBQLN2,9,91.70118343,82.63471971,105.4170543,102.2190476,19.65567653,15.47431012,19.18101502,17.93751374,0.214344851,0.187261604,0.181953624,0.175481128
A02,72,A02-72,WT-UBQLN2,9,90.97101449,110.48394,86.14535902,81.87481805,22.1129977,31.08710666,19.39256792,16.53188153,0.2430774,0.281372176,0.225114483,0.201916559
A02,73,A02-73,WT-UBQLN2,1,46.60071942,NA,NA,NA,16.70336629,NA,NA,NA,0.358435803,NA,NA,NA
A02,74,A02-74,WT-UBQLN2,9,52.84249084,66.48312236,77.47994652,77.58307692,15.90818748,16.67727711,21.30874074,23.42457664,0.30104916,0.250849787,0.275022657,0.301928946
A02,75,A02-75,WT-UBQLN2,2,109.1476323,111.2276423,NA,NA,30.53009728,30.71071766,NA,NA,0.279713784,0.276106883,NA,NA
A02,76,A02-76,WT-UBQLN2,3,72.08333333,62.09747292,96.77700348,NA,15.83362188,16.1395503,26.93285807,NA,0.219657182,0.259906717,0.278298119,NA
A02,77,A02-77,WT-UBQLN2,9,70.86186186,69.25974026,89.5795053,81.60431655,15.07236256,24.56215418,22.52617594,17.13837828,0.212700629,0.354638266,0.251465733,0.210018036
A02,78,A02-78,WT-UBQLN2,1,102.622291,NA,NA,NA,20.32490881,NA,NA,NA,0.198055497,NA,NA,NA
A02,79,A02-79,WT-UBQLN2,2,73.16617211,70.01761252,NA,NA,17.99445137,23.19832141,NA,NA,0.245939494,0.331321229,NA,NA
A02,8,A02-8,WT-UBQLN2,9,117.4385475,139.2501757,179.1749842,183.9994627,31.51642952,78.86154522,130.1916089,177.9534214,0.268365287,0.566329951,0.726617109,0.967140984
A02,80,A02-80,WT-UBQLN2,8,61.72962963,55.39162562,76.97727273,74.20427553,16.68657289,16.38143936,17.53333013,16.93444341,0.270317074,0.295738556,0.227772815,0.22821385
A02,81,A02-81,WT-UBQLN2,9,61.4375,84.56761905,96.8198324,84.05218447,16.06911111,26.21474865,24.72123232,20.70524639,0.261552165,0.309985653,0.255332319,0.246337993
A02,83,A02-83,WT-UBQLN2,9,73.20754717,80.45681063,94.94350842,91.31633835,15.96894607,16.74180402,20.64120265,20.32450073,0.218132511,0.208084361,0.217405097,0.222572445
A02,84,A02-84,WT-UBQLN2,9,72.55228758,79.41543027,80.2040404,73.86397059,29.95899504,42.24683156,20.66482846,20.40004027,0.41292971,0.531972583,0.25765321,0.276183911
A02,85,A02-85,WT-UBQLN2,2,59.26139818,59.5448505,NA,NA,14.61933597,16.15895343,NA,NA,0.24669239,0.27137449,NA,NA
A02,86,A02-86,WT-UBQLN2,3,115.1875,111.4779736,148.3168724,NA,22.50122489,30.74390738,39.37158638,NA,0.195344329,0.275784591,0.265455883,NA
A02,87,A02-87,WT-UBQLN2,3,98.08,109.6805556,118.9593114,NA,58.91722426,56.16279076,27.37975395,NA,0.600705794,0.512057862,0.230160663,NA
A02,88,A02-88,WT-UBQLN2,4,59.66568047,68.33457249,70.40381283,69.10350584,18.8319587,17.43696971,17.87618264,16.48328858,0.315624636,0.255170539,0.253909297,0.238530424
A02,89,A02-89,WT-UBQLN2,1,60.50689655,NA,NA,NA,16.52797902,NA,NA,NA,0.273158598,NA,NA,NA
A02,9,A02-9,WT-UBQLN2,7,107.6039216,159.6473639,196.6974552,176.9170654,61.14979987,211.3988397,231.6248956,270.903423,0.568285979,1.324161167,1.177569356,1.531245289
A02,90,A02-90,WT-UBQLN2,3,76.87106017,70.65582656,95.62620424,NA,16.81580626,15.79778122,19.70170046,NA,0.218753406,0.223587806,0.20602826,NA
A02,92,A02-92,WT-UBQLN2,9,103.232,113.4174107,111.682243,103.492515,32.87494754,33.78189446,23.59223886,21.64219662,0.318456947,0.297854573,0.211244314,0.209118472
A02,93,A02-93,WT-UBQLN2,4,70.8247012,58.74652778,77.66666667,74.81568627,20.54150272,16.14243206,18.3199085,17.40434217,0.290033031,0.274781041,0.23587865,0.232629587
A02,94,A02-94,WT-UBQLN2,1,59.76507937,NA,NA,NA,15.47210658,NA,NA,NA,0.258882055,NA,NA,NA
A02,95,A02-95,WT-UBQLN2,9,91.18613139,90.32604374,117.0672131,111.4022039,16.67481025,17.09559887,20.6137088,19.47628906,0.18286564,0.189265445,0.17608439,0.17482858
A02,96,A02-96,WT-UBQLN2,7,50.7125,41.73298429,60.95512821,55.42773438,15.57858606,15.07683327,17.00264294,16.54216477,0.307194204,0.361268995,0.278937038,0.298445624
A02,97,A02-97,WT-UBQLN2,9,59.95121951,67.74550898,81.2010582,79.21836228,16.08051574,17.44120734,19.67922115,16.71293047,0.268226666,0.257451861,0.242351782,0.210972936
A02,98,A02-98,WT-UBQLN2,9,46.86290323,52.81181619,67.80903226,65.45218418,16.04772855,17.14207692,18.32677353,17.83453442,0.342439914,0.324587908,0.270270389,0.272481883
A02,99,A02-99,WT-UBQLN2,9,103.9331307,100.1554622,132.0184295,127.3756614,19.65821397,22.36367803,40.92144382,38.36685211,0.189142902,0.223289649,0.309967661,0.301210229
A03,1,A03-1,WT-UBQLN2,9,84.04097715,85.88737201,67.80681818,84.45360825,34.55332295,50.99114168,18.3861307,19.1879046,0.411148515,0.593697775,0.271154601,0.227200531
