well,id,well-id,well-id,puncta,group,last_tp,Cy5-mean-1,Cy5-mean-2,Cy5-mean-3,Cy5-mean-4,Cy5-std-1,Cy5-std-2,Cy5-std-3,Cy5-std-4,Cy5-CV-1,Cy5-CV-2,Cy5-CV-3,Cy5-CV-4
A11,73,A11-73,A11-73,1,ubqln2-P506T-?UBL,1,76.2133758,NA,NA,NA,90.75256315,NA,NA,NA,1.190769497,NA,NA,NA
A11,77,A11-77,A11-77,1,ubqln2-P506T-?UBL,1,109.0877863,NA,NA,NA,36.51178733,NA,NA,NA,0.334700965,NA,NA,NA
A11,79,A11-79,A11-79,1,ubqln2-P506T-?UBL,9,94.80412371,172.2996516,222.2176771,374.1859724,35.47342237,145.6378704,238.4809535,463.8281641,0.374175943,0.845259228,1.07318624,1.23956588
A11,80,A11-80,A11-80,1,ubqln2-P506T-?UBL,9,81.31950207,143.7692308,188.6305556,192.3638814,40.41077453,82.94381136,139.909791,183.5583728,0.496938293,0.576923246,0.741713296,0.95422473
A11,82,A11-82,A11-82,1,ubqln2-P506T-?UBL,1,90.78778135,NA,NA,NA,31.53887988,NA,NA,NA,0.347391239,NA,NA,NA
A11,83,A11-83,A11-83,1,ubqln2-P506T-?UBL,9,108.5646552,171.1267218,230.1014493,254.9376855,41.74703325,90.89118264,197.1441718,257.9064519,0.384536138,0.53113378,0.856770666,1.011645067
A11,85,A11-85,A11-85,1,ubqln2-P506T-?UBL,3,77.25095057,164.2210953,234.2240143,NA,43.94636539,121.3619041,278.9166671,NA,0.568877989,0.739015313,1.190811573,NA
A11,94,A11-94,A11-94,1,ubqln2-P506T-?UBL,1,92.55506608,NA,NA,NA,47.42227871,NA,NA,NA,0.512368266,NA,NA,NA
A11,97,A11-97,A11-97,1,ubqln2-P506T-?UBL,8,131.497561,217.0212766,260.1166008,286.4689655,86.45227779,159.6170669,180.3047822,281.2992959,0.657443964,0.735490406,0.69316907,0.981953823
B11,16,B11-16,B11-16,1,ubqln2-P506T-?UBL,9,130.2229167,158.8095238,192.3519313,195.5720339,55.89452768,85.06732114,175.0949606,191.0909555,0.4292219,0.535656295,0.910284391,0.977087325
B11,33,B11-33,B11-33,1,ubqln2-P506T-?UBL,9,145.6005025,195.2459677,230.1371371,270.1712538,42.82878969,114.2057895,216.0831649,376.7043921,0.29415276,0.584932897,0.938932184,1.394317074
B11,37,B11-37,B11-37,1,ubqln2-P506T-?UBL,1,90.64871795,NA,NA,NA,82.96726068,NA,NA,NA,0.91526127,NA,NA,NA
B11,44,B11-44,B11-44,1,ubqln2-P506T-?UBL,1,91.52409639,NA,NA,NA,70.79141274,NA,NA,NA,0.773472949,NA,NA,NA
B11,48,B11-48,B11-48,1,ubqln2-P506T-?UBL,5,120.5710306,95.02362205,94.72389791,81.80147059,61.62506677,39.63245798,27.75606971,18.36549668,0.511110061,0.41708006,0.293020772,0.224513038
B11,58,B11-58,B11-58,1,ubqln2-P506T-?UBL,8,125.9836066,131.4333333,168.4454976,170.8,49.13324978,61.94451129,116.421304,146.4950323,0.389997168,0.471299858,0.691151177,0.857699252
B11,59,B11-59,B11-59,1,ubqln2-P506T-?UBL,2,116.2537879,158.3369397,NA,NA,31.75653096,74.43201256,NA,NA,0.273165559,0.470086214,NA,NA
B11,61,B11-61,B11-61,1,ubqln2-P506T-?UBL,1,104.2792453,NA,NA,NA,52.44329681,NA,NA,NA,0.502912125,NA,NA,NA
B11,64,B11-64,B11-64,1,ubqln2-P506T-?UBL,1,129.7958478,NA,NA,NA,103.0190118,NA,NA,NA,0.793700366,NA,NA,NA
B11,68,B11-68,B11-68,1,ubqln2-P506T-?UBL,1,101.9178744,NA,NA,NA,59.97010543,NA,NA,NA,0.588415975,NA,NA,NA
B11,69,B11-69,B11-69,1,ubqln2-P506T-?UBL,9,125.6972222,186.3929059,206.7591837,198.2918396,54.45227261,146.357767,239.5837501,264.3689619,0.433201877,0.785211038,1.158757477,1.333231678
B11,85,B11-85,B11-85,1,ubqln2-P506T-?UBL,1,120.5138889,NA,NA,NA,47.99179899,NA,NA,NA,0.398226291,NA,NA,NA
B11,86,B11-86,B11-86,1,ubqln2-P506T-?UBL,2,143.6036866,242.9962963,NA,NA,48.29288128,92.17232244,NA,NA,0.336292768,0.37931575,NA,NA
C11,1,C11-1,C11-1,1,ubqln2-P506T-?UBL,1,98.77511521,NA,NA,NA,35.32027431,NA,NA,NA,0.357582719,NA,NA,NA
C11,10,C11-10,C11-10,1,ubqln2-P506T-?UBL,2,83.83190395,69.81858407,NA,NA,33.31170751,19.10191136,NA,NA,0.397363127,0.273593508,NA,NA
C11,12,C11-12,C11-12,1,ubqln2-P506T-?UBL,1,95.7985348,NA,NA,NA,64.8864017,NA,NA,NA,0.677321442,NA,NA,NA
C11,13,C11-13,C11-13,1,ubqln2-P506T-?UBL,1,85.65861514,NA,NA,NA,46.72242401,NA,NA,NA,0.545449211,NA,NA,NA
C11,19,C11-19,C11-19,1,ubqln2-P506T-?UBL,1,91.35378323,NA,NA,NA,46.85643119,NA,NA,NA,0.512911776,NA,NA,NA
C11,27,C11-27,C11-27,1,ubqln2-P506T-?UBL,1,131.6537678,NA,NA,NA,62.77005429,NA,NA,NA,0.476781298,NA,NA,NA
C11,29,C11-29,C11-29,1,ubqln2-P506T-?UBL,1,71.81031308,NA,NA,NA,51.7516641,NA,NA,NA,0.720671751,NA,NA,NA
C11,30,C11-30,C11-30,1,ubqln2-P506T-?UBL,1,88.16153846,NA,NA,NA,56.47769751,NA,NA,NA,0.640616061,NA,NA,NA
C11,32,C11-32,C11-32,1,ubqln2-P506T-?UBL,2,105.9252874,114.0569476,NA,NA,75.90833207,52.73187381,NA,NA,0.716621441,0.462329344,NA,NA
C11,37,C11-37,C11-37,1,ubqln2-P506T-?UBL,1,68.59016393,NA,NA,NA,40.46779385,NA,NA,NA,0.589994126,NA,NA,NA
C11,38,C11-38,C11-38,1,ubqln2-P506T-?UBL,1,82.06982544,NA,NA,NA,51.82230441,NA,NA,NA,0.631441631,NA,NA,NA
C11,40,C11-40,C11-40,1,ubqln2-P506T-?UBL,9,120.372434,191.5151515,208.9274194,282.3153527,38.49483725,96.78747557,150.6359729,295.7932582,0.319797781,0.505377641,0.720996667,1.047740604
C11,43,C11-43,C11-43,1,ubqln2-P506T-?UBL,1,89.40898345,NA,NA,NA,33.17238612,NA,NA,NA,0.371018491,NA,NA,NA
C11,48,C11-48,C11-48,1,ubqln2-P506T-?UBL,1,156.2828283,NA,NA,NA,78.52817467,NA,NA,NA,0.502474747,NA,NA,NA
C11,54,C11-54,C11-54,1,ubqln2-P506T-?UBL,1,122.3633803,NA,NA,NA,81.8780289,NA,NA,NA,0.669138338,NA,NA,NA
C11,60,C11-60,C11-60,1,ubqln2-P506T-?UBL,1,87.6692607,NA,NA,NA,41.64781407,NA,NA,NA,0.475056066,NA,NA,NA
C11,65,C11-65,C11-65,1,ubqln2-P506T-?UBL,2,76.39285714,123.608209,NA,NA,49.13465896,98.22130552,NA,NA,0.643183941,0.794617982,NA,NA
C11,70,C11-70,C11-70,1,ubqln2-P506T-?UBL,4,74.44493392,41.60623229,39.18013857,37.8766756,56.96641184,17.06928609,16.03604119,15.32965087,0.765215426,0.410257915,0.409290058,0.404725352
C11,80,C11-80,C11-80,1,ubqln2-P506T-?UBL,7,123.8199052,146.256705,186.2905405,209.3744856,54.57918099,81.87771933,177.3445171,211.7843352,0.440794886,0.559821988,0.951978112,1.011509758
C11,82,C11-82,C11-82,1,ubqln2-P506T-?UBL,4,128.8387097,186.3753425,177.5753425,175.616,53.98879193,181.5247112,188.7902306,108.2705833,0.4190417,0.973973857,1.063155661,0.616518901
D11,102,D11-102,D11-102,1,ubqln2-P506T-?UBL,9,119.455,150.75,154.4331337,148.7943761,45.30671004,122.0570555,166.9683,172.9339753,0.379278473,0.809665376,1.081168891,1.162234621
D11,104,D11-104,D11-104,1,ubqln2-P506T-?UBL,9,105.7090909,150.2624672,183.4632768,152.5,38.07094942,124.7348027,182.1541691,122.6352094,0.3601483,0.830112835,0.99286447,0.804165307
D11,105,D11-105,D11-105,1,ubqln2-P506T-?UBL,2,141.5097087,182.8453039,NA,NA,40.52767726,93.1783079,NA,NA,0.28639503,0.509601865,NA,NA
D11,20,D11-20,D11-20,1,ubqln2-P506T-?UBL,1,114.0510018,NA,NA,NA,41.02446229,NA,NA,NA,0.359702779,NA,NA,NA
D11,27,D11-27,D11-27,1,ubqln2-P506T-?UBL,1,101.0962567,NA,NA,NA,50.56547973,NA,NA,NA,0.500171632,NA,NA,NA
D11,30,D11-30,D11-30,1,ubqln2-P506T-?UBL,2,93.6590389,171.8003992,NA,NA,69.62275261,289.4365372,NA,NA,0.743363945,1.684725638,NA,NA
D11,37,D11-37,D11-37,1,ubqln2-P506T-?UBL,9,124.8661417,189.2285223,62.58844765,65.15087719,43.58110589,148.9281326,13.78733304,16.87503214,0.349022604,0.787027932,0.220285589,0.259014657
D11,4,D11-4,D11-4,1,ubqln2-P506T-?UBL,1,88.9217759,NA,NA,NA,41.90596807,NA,NA,NA,0.471267782,NA,NA,NA
D11,40,D11-40,D11-40,1,ubqln2-P506T-?UBL,2,87.68934911,90.2535545,NA,NA,39.38673303,37.47263993,NA,NA,0.44916211,0.415192954,NA,NA
D11,5,D11-5,D11-5,1,ubqln2-P506T-?UBL,1,87.69195751,NA,NA,NA,44.46786136,NA,NA,NA,0.507091672,NA,NA,NA
D11,54,D11-54,D11-54,1,ubqln2-P506T-?UBL,1,59.11677282,NA,NA,NA,28.25500266,NA,NA,NA,0.477952387,NA,NA,NA
D11,56,D11-56,D11-56,1,ubqln2-P506T-?UBL,1,106.1522989,NA,NA,NA,72.14148232,NA,NA,NA,0.67960358,NA,NA,NA
D11,61,D11-61,D11-61,1,ubqln2-P506T-?UBL,1,105.9974026,NA,NA,NA,45.73568891,NA,NA,NA,0.431479336,NA,NA,NA
D11,62,D11-62,D11-62,1,ubqln2-P506T-?UBL,5,123.6493902,215.3154639,137.6781609,140.4593496,48.56817813,131.3035731,71.89303905,92.25034632,0.392789467,0.609819521,0.522181867,0.656776118
D11,68,D11-68,D11-68,1,ubqln2-P506T-?UBL,1,117.7877814,NA,NA,NA,50.73777215,NA,NA,NA,0.430755818,NA,NA,NA
D11,69,D11-69,D11-69,1,ubqln2-P506T-?UBL,3,79.60137457,133.8046272,164.9155206,NA,27.0420164,77.42111254,153.3662832,NA,0.339717958,0.578613118,0.929968766,NA
D11,80,D11-80,D11-80,1,ubqln2-P506T-?UBL,1,137.2077465,NA,NA,NA,52.55509326,NA,NA,NA,0.383032989,NA,NA,NA
D11,81,D11-81,D11-81,1,ubqln2-P506T-?UBL,1,106.4340278,NA,NA,NA,62.05784562,NA,NA,NA,0.583063959,NA,NA,NA
D11,85,D11-85,D11-85,1,ubqln2-P506T-?UBL,9,81.15298507,115.7617866,136.3217158,126.3982036,64.07035334,107.7962089,154.5581213,140.8546841,0.789500883,0.931189921,1.133774765,1.114372516
D11,88,D11-88,D11-88,1,ubqln2-P506T-?UBL,1,114.1314741,NA,NA,NA,54.84642308,NA,NA,NA,0.480554759,NA,NA,NA
D11,89,D11-89,D11-89,1,ubqln2-P506T-?UBL,3,145.0506329,220.0227273,224.0865724,NA,63.51435574,180.6375689,197.2262103,NA,0.437877136,0.820995045,0.880133995,NA
D11,95,D11-95,D11-95,1,ubqln2-P506T-?UBL,5,106.6180905,104.6292683,131.4466403,163.068,73.22818247,132.2854604,100.0274375,153.5967688,0.686826993,1.264325581,0.76097371,0.941918517
D11,99,D11-99,D11-99,1,ubqln2-P506T-?UBL,1,113.7294686,NA,NA,NA,48.33672403,NA,NA,NA,0.425014947,NA,NA,NA
A12,100,A12-100,A12-100,1,ubqln2-P506T-?UBL,9,94.25641026,122.281583,164.0157068,177.4569288,33.30977471,73.6616861,133.8669787,156.8139509,0.353395325,0.602393953,0.816183897,0.883673305
A12,103,A12-103,A12-103,1,ubqln2-P506T-?UBL,1,102.012605,NA,NA,NA,38.6212465,NA,NA,NA,0.378592886,NA,NA,NA
A12,104,A12-104,A12-104,1,ubqln2-P506T-?UBL,8,92.67317073,112.5795918,98.41577061,80.64150943,44.88049728,68.34784078,65.34084252,43.75372516,0.484287922,0.607106845,0.663926545,0.542570761
A12,105,A12-105,A12-105,1,ubqln2-P506T-?UBL,2,124.6581633,214.9751938,NA,NA,44.68906734,262.7902916,NA,NA,0.358492907,1.222421466,NA,NA
A12,107,A12-107,A12-107,1,ubqln2-P506T-?UBL,1,141.2591093,NA,NA,NA,112.3921961,NA,NA,NA,0.795645652,NA,NA,NA
A12,17,A12-17,A12-17,1,ubqln2-P506T-?UBL,9,99.69847328,146.2754491,184.7014388,174.5210238,54.27876095,119.8597691,167.5714732,172.1428688,0.544429209,0.81941139,0.907255917,0.986373247
A12,37,A12-37,A12-37,1,ubqln2-P506T-?UBL,1,100.6637931,NA,NA,NA,38.23211263,NA,NA,NA,0.37980004,NA,NA,NA
A12,48,A12-48,A12-48,1,ubqln2-P506T-?UBL,1,158.7478006,NA,NA,NA,135.6851011,NA,NA,NA,0.85472114,NA,NA,NA
A12,53,A12-53,A12-53,1,ubqln2-P506T-?UBL,9,125.2051282,257.4240196,342.8106904,473.1376518,40.81002233,180.9940122,372.9702751,582.2209582,0.325945294,0.70309683,1.087977375,1.230553003
A12,54,A12-54,A12-54,1,ubqln2-P506T-?UBL,1,104.6193182,NA,NA,NA,44.50986193,NA,NA,NA,0.425445919,NA,NA,NA
A12,55,A12-55,A12-55,1,ubqln2-P506T-?UBL,9,124.4054795,191.7576302,268.0802348,331.5214953,57.48329094,117.974043,259.6100482,358.1214891,0.46206398,0.615224765,0.968404285,1.080236106
A12,65,A12-65,A12-65,1,ubqln2-P506T-?UBL,1,141.3905724,NA,NA,NA,87.19448237,NA,NA,NA,0.616692336,NA,NA,NA
A12,72,A12-72,A12-72,1,ubqln2-P506T-?UBL,9,92.70119522,124.3006682,156.6371681,187.6074766,46.0456464,74.42028979,138.6992393,197.8771807,0.496710385,0.598711905,0.885481019,1.054740377
A12,73,A12-73,A12-73,1,ubqln2-P506T-?UBL,2,71.25266904,118.1414634,NA,NA,27.94956442,55.12605942,NA,NA,0.392259894,0.466610602,NA,NA
A12,74,A12-74,A12-74,1,ubqln2-P506T-?UBL,1,110.0855019,NA,NA,NA,46.84416281,NA,NA,NA,0.425525269,NA,NA,NA
A12,76,A12-76,A12-76,1,ubqln2-P506T-?UBL,9,126.8228346,167.5967078,160.200831,185.2581888,77.12024121,123.9617039,156.9346595,197.2369124,0.608094287,0.739642833,0.979612019,1.064659617
A12,78,A12-78,A12-78,1,ubqln2-P506T-?UBL,1,107,NA,NA,NA,60.42677799,NA,NA,NA,0.564736243,NA,NA,NA
A12,80,A12-80,A12-80,1,ubqln2-P506T-?UBL,9,99.71610169,138.4713959,207.2786177,266.9665871,54.64740518,79.30012643,203.8914772,310.0802711,0.548029899,0.572682365,0.983658997,1.161494682
A12,81,A12-81,A12-81,1,ubqln2-P506T-?UBL,7,123.5638629,187.9894958,232.3901961,308.1855469,33.74639433,91.9583271,174.7331262,316.4087712,0.27310893,0.489167369,0.751895429,1.026682706
A12,84,A12-84,A12-84,1,ubqln2-P506T-?UBL,1,133.3613707,NA,NA,NA,65.00012176,NA,NA,NA,0.487398423,NA,NA,NA
A12,90,A12-90,A12-90,1,ubqln2-P506T-?UBL,8,111.7306122,156.7361111,194.0829876,235.1614786,39.20725778,114.4730875,127.7329999,192.4074875,0.350908824,0.730355543,0.658135994,0.81819305
A12,91,A12-91,A12-91,1,ubqln2-P506T-?UBL,1,101.8878505,NA,NA,NA,62.34893176,NA,NA,NA,0.611936865,NA,NA,NA
A12,92,A12-92,A12-92,1,ubqln2-P506T-?UBL,2,119.1015625,199.5,NA,NA,38.9721134,247.2996007,NA,NA,0.327217482,1.239596996,NA,NA
A12,97,A12-97,A12-97,1,ubqln2-P506T-?UBL,9,80.90677966,122.9139073,149.4112426,147.1206349,25.84011705,54.76946754,115.9379787,131.8353641,0.319381357,0.445592112,0.775965561,0.896103828
B12,13,B12-13,B12-13,1,ubqln2-P506T-?UBL,1,80.17488789,NA,NA,NA,33.02792536,NA,NA,NA,0.411948507,NA,NA,NA
B12,25,B12-25,B12-25,1,ubqln2-P506T-?UBL,2,75.22413793,161.5042254,NA,NA,65.6717581,110.029839,NA,NA,0.873014433,0.681281488,NA,NA
B12,27,B12-27,B12-27,1,ubqln2-P506T-?UBL,1,97.53793103,NA,NA,NA,58.43912491,NA,NA,NA,0.599142552,NA,NA,NA
B12,29,B12-29,B12-29,1,ubqln2-P506T-?UBL,9,93.03763441,118.0436006,154.7306065,153.3174807,25.9124598,58.87763716,106.4970883,136.0644439,0.278515893,0.49877873,0.688274225,0.88746856
B12,30,B12-30,B12-30,1,ubqln2-P506T-?UBL,1,84.09594883,NA,NA,NA,43.37107902,NA,NA,NA,0.515733274,NA,NA,NA
B12,38,B12-38,B12-38,1,ubqln2-P506T-?UBL,3,119.1895044,196.991119,266.4983923,NA,31.47078252,105.4064362,263.2019248,NA,0.264039881,0.535082174,0.987630441,NA
B12,39,B12-39,B12-39,1,ubqln2-P506T-?UBL,1,160.3103448,NA,NA,NA,77.29894241,NA,NA,NA,0.482183121,NA,NA,NA
B12,4,B12-4,B12-4,1,ubqln2-P506T-?UBL,1,95.28442029,NA,NA,NA,57.11027894,NA,NA,NA,0.599366389,NA,NA,NA
B12,40,B12-40,B12-40,1,ubqln2-P506T-?UBL,1,75.86058981,NA,NA,NA,50.42608666,NA,NA,NA,0.664720467,NA,NA,NA
B12,45,B12-45,B12-45,1,ubqln2-P506T-?UBL,9,109.8108108,133.9831461,125.9680233,109.2085714,33.18738685,59.08216282,49.45395581,29.15690432,0.302223311,0.440967126,0.392591346,0.266983662
B12,53,B12-53,B12-53,1,ubqln2-P506T-?UBL,1,99.10884354,NA,NA,NA,64.18268243,NA,NA,NA,0.647597935,NA,NA,NA
B12,55,B12-55,B12-55,1,ubqln2-P506T-?UBL,6,105.0643087,153.3920455,178.7948244,217.4963768,60.8657453,157.1980863,232.2306849,289.7138393,0.579318953,1.024812505,1.298866931,1.332039842
B12,56,B12-56,B12-56,1,ubqln2-P506T-?UBL,9,117.3667712,152.0326087,150.8794118,140.3495935,72.21098675,63.0075538,80.35780382,58.42113955,0.615259209,0.414434471,0.532596216,0.416254426
B12,58,B12-58,B12-58,1,ubqln2-P506T-?UBL,9,107.959707,141.6751701,145.8327465,157.0160142,56.13414587,122.3530005,145.2383732,243.7954734,0.519954596,0.863616401,0.995924281,1.552679034
B12,63,B12-63,B12-63,1,ubqln2-P506T-?UBL,9,120.7564935,194.3410042,245.7224409,220.7108656,91.94730876,167.4143596,323.1508505,235.3719505,0.761427449,0.861446406,1.315105162,1.066426657
B12,68,B12-68,B12-68,1,ubqln2-P506T-?UBL,2,93.57633588,167.6970443,NA,NA,52.97558033,127.0104892,NA,NA,0.56612155,0.757380607,NA,NA
B12,69,B12-69,B12-69,1,ubqln2-P506T-?UBL,1,99.27692308,NA,NA,NA,62.97148505,NA,NA,NA,0.634301337,NA,NA,NA
B12,73,B12-73,B12-73,1,ubqln2-P506T-?UBL,4,92.60087719,157.1871658,194.7570332,168.2715054,46.96913319,115.4767947,185.9316207,284.2030339,0.507221256,0.734645186,0.954685012,1.688955199
B12,79,B12-79,B12-79,1,ubqln2-P506T-?UBL,4,63.54761905,95.74805195,106.3914209,107.8496504,39.34848521,62.49348145,60.57173649,49.93550158,0.619196845,0.652686715,0.569329143,0.463010324
B12,82,B12-82,B12-82,1,ubqln2-P506T-?UBL,6,111.1607843,88.64492754,89.53113553,78.3006135,60.30934659,23.35417311,18.7151371,18.06638575,0.542541571,0.263457524,0.209034957,0.230731088
B12,83,B12-83,B12-83,1,ubqln2-P506T-?UBL,9,111.6897959,161.6214099,206.8836105,224.8755656,37.72642794,88.22849081,174.8704529,208.2430824,0.337778645,0.54589606,0.845260059,0.926036948
B12,85,B12-85,B12-85,1,ubqln2-P506T-?UBL,8,146.2666667,150.2923729,171.6483763,244.2660754,94.55698878,162.9254816,222.8217029,369.9586723,0.646469841,1.084056885,1.298128813,1.514572467
C12,11,C12-11,C12-11,1,ubqln2-P506T-?UBL,9,106.0877551,59.60728745,65.47826087,62.96413199,47.31080962,15.55776839,15.9257641,22.77763834,0.445959193,0.261004469,0.243222161,0.361755775
C12,16,C12-16,C12-16,1,ubqln2-P506T-?UBL,9,120.0136054,153.6734007,196.9615385,273.115899,62.32829327,101.2597972,175.1379151,400.3162957,0.519343561,0.65892859,0.889198553,1.465737796
C12,23,C12-23,C12-23,1,ubqln2-P506T-?UBL,1,98.28017241,NA,NA,NA,55.61872936,NA,NA,NA,0.565920144,NA,NA,NA
C12,35,C12-35,C12-35,1,ubqln2-P506T-?UBL,1,92.92408377,NA,NA,NA,50.67235888,NA,NA,NA,0.545309212,NA,NA,NA
C12,37,C12-37,C12-37,1,ubqln2-P506T-?UBL,1,73.44935065,NA,NA,NA,28.46219924,NA,NA,NA,0.38750784,NA,NA,NA
C12,38,C12-38,C12-38,1,ubqln2-P506T-?UBL,1,87.5415677,NA,NA,NA,31.83361295,NA,NA,NA,0.363639969,NA,NA,NA
C12,40,C12-40,C12-40,1,ubqln2-P506T-?UBL,1,116.4260563,NA,NA,NA,46.08746458,NA,NA,NA,0.395851805,NA,NA,NA
C12,43,C12-43,C12-43,1,ubqln2-P506T-?UBL,9,92.06759907,108.512476,104.5594518,92.4978034,33.68374234,47.52920446,55.07535229,49.85716138,0.365858811,0.438006819,0.526737194,0.539009139
C12,46,C12-46,C12-46,1,ubqln2-P506T-?UBL,1,98.27027027,NA,NA,NA,50.74015757,NA,NA,NA,0.516332737,NA,NA,NA
C12,48,C12-48,C12-48,1,ubqln2-P506T-?UBL,1,119.8,NA,NA,NA,52.25534529,NA,NA,NA,0.436188191,NA,NA,NA
C12,49,C12-49,C12-49,1,ubqln2-P506T-?UBL,9,74.69945355,63.30927835,58.30638298,62.0890411,30.19431332,18.06252647,15.16995076,14.99996403,0.404210632,0.28530615,0.260176502,0.241587948
C12,50,C12-50,C12-50,1,ubqln2-P506T-?UBL,9,117.8042169,196.6691871,279.6257426,314.5200893,68.21997274,219.3746186,282.9587181,378.5194307,0.579096187,1.115449867,1.011919416,1.203482523
C12,52,C12-52,C12-52,1,ubqln2-P506T-?UBL,2,81.353125,90.78894472,NA,NA,52.92799049,27.28033655,NA,NA,0.650595665,0.30048082,NA,NA
C12,53,C12-53,C12-53,1,ubqln2-P506T-?UBL,1,137.9866221,NA,NA,NA,57.81176775,NA,NA,NA,0.418966468,NA,NA,NA
C12,55,C12-55,C12-55,1,ubqln2-P506T-?UBL,8,77.94801223,88.29282869,105.5314286,109.4093458,40.56580399,44.92419366,90.15187959,120.7427121,0.520421276,0.508809088,0.854265699,1.103586821
C12,57,C12-57,C12-57,1,ubqln2-P506T-?UBL,3,102.2610063,161.5737374,170.6275605,NA,39.88132302,114.5475338,106.9264137,NA,0.389995409,0.708948964,0.626665548,NA
C12,59,C12-59,C12-59,1,ubqln2-P506T-?UBL,2,91.97706422,74.96363636,NA,NA,36.64063552,20.08125642,NA,NA,0.398367091,0.267879967,NA,NA
C12,60,C12-60,C12-60,1,ubqln2-P506T-?UBL,7,110.8055556,142.1784452,152.3176101,174.2512998,35.70379255,95.16397395,134.6841042,167.966689,0.322220239,0.669327716,0.884231995,0.963933636
C12,61,C12-61,C12-61,1,ubqln2-P506T-?UBL,1,131.9427609,NA,NA,NA,77.67223778,NA,NA,NA,0.588681313,NA,NA,NA
C12,64,C12-64,C12-64,1,ubqln2-P506T-?UBL,8,113.4580645,143.6645161,180.5478615,202.8253012,51.59772922,90.0212838,192.4454885,212.9144567,0.454773572,0.626607643,1.065897358,1.049743081
C12,68,C12-68,C12-68,1,ubqln2-P506T-?UBL,1,127.551495,NA,NA,NA,60.97045883,NA,NA,NA,0.478006619,NA,NA,NA
C12,69,C12-69,C12-69,1,ubqln2-P506T-?UBL,9,116.3071429,164.709375,168.1811927,174.505423,44.30219221,87.03386503,95.79779313,125.1448032,0.380906891,0.52840869,0.569610618,0.717139909
C12,70,C12-70,C12-70,1,ubqln2-P506T-?UBL,1,87.54411765,NA,NA,NA,43.10637793,NA,NA,NA,0.492396052,NA,NA,NA
C12,73,C12-73,C12-73,1,ubqln2-P506T-?UBL,9,104.4069149,135.1061947,187.8623853,193.047619,68.32242751,122.2201418,136.4638475,178.0559836,0.654386039,0.904622783,0.726403251,0.922342293
C12,76,C12-76,C12-76,1,ubqln2-P506T-?UBL,9,118.0139535,132.7421384,138.9022082,149.7777778,45.27974845,83.4490176,102.4383167,104.4753855,0.383681311,0.628655065,0.737485156,0.697535957
C12,81,C12-81,C12-81,1,ubqln2-P506T-?UBL,6,104.2798165,111.6278317,98.97461929,92.13800905,55.68126574,130.7049619,63.3184632,85.32374574,0.533960143,1.170899406,0.639744448,0.926042864
C12,83,C12-83,C12-83,1,ubqln2-P506T-?UBL,1,80.47698745,NA,NA,NA,37.44248719,NA,NA,NA,0.465257068,NA,NA,NA
C12,86,C12-86,C12-86,1,ubqln2-P506T-?UBL,2,137.2446352,254.4210526,NA,NA,50.8260965,335.4792512,NA,NA,0.370332118,1.318598629,NA,NA
C12,96,C12-96,C12-96,1,ubqln2-P506T-?UBL,3,106.5429864,182.15625,191.8333333,NA,40.58836746,182.5817546,190.3919674,NA,0.380957666,1.002335932,0.992486364,NA
C12,98,C12-98,C12-98,1,ubqln2-P506T-?UBL,9,70.96410256,114.678481,155.1146617,185.8445596,26.92618102,62.78563423,132.3292772,193.0082909,0.379433827,0.547492726,0.853106185,1.038546898
D12,17,D12-17,D12-17,1,ubqln2-P506T-?UBL,1,114.7464503,NA,NA,NA,43.65147106,NA,NA,NA,0.380416744,NA,NA,NA
D12,18,D12-18,D12-18,1,ubqln2-P506T-?UBL,1,74.37954939,NA,NA,NA,62.54334897,NA,NA,NA,0.840867543,NA,NA,NA
D12,19,D12-19,D12-19,1,ubqln2-P506T-?UBL,1,86.42307692,NA,NA,NA,49.60954879,NA,NA,NA,0.574031272,NA,NA,NA
D12,22,D12-22,D12-22,1,ubqln2-P506T-?UBL,1,87.38535912,NA,NA,NA,50.76284755,NA,NA,NA,0.580907924,NA,NA,NA
D12,24,D12-24,D12-24,1,ubqln2-P506T-?UBL,1,102.5494949,NA,NA,NA,57.82223782,NA,NA,NA,0.563847124,NA,NA,NA
D12,32,D12-32,D12-32,1,ubqln2-P506T-?UBL,1,111.2013889,NA,NA,NA,33.41952326,NA,NA,NA,0.300531527,NA,NA,NA
D12,45,D12-45,D12-45,1,ubqln2-P506T-?UBL,1,81.87252125,NA,NA,NA,41.26118231,NA,NA,NA,0.503968629,NA,NA,NA
D12,47,D12-47,D12-47,1,ubqln2-P506T-?UBL,1,89.38596491,NA,NA,NA,34.152952,NA,NA,NA,0.382084056,NA,NA,NA
D12,48,D12-48,D12-48,1,ubqln2-P506T-?UBL,1,90.00597015,NA,NA,NA,58.17882848,NA,NA,NA,0.646388549,NA,NA,NA
D12,5,D12-5,D12-5,1,ubqln2-P506T-?UBL,1,97.90529695,NA,NA,NA,42.90284318,NA,NA,NA,0.438207579,NA,NA,NA
D12,50,D12-50,D12-50,1,ubqln2-P506T-?UBL,8,83.22715405,87.08450704,97.26618705,99.1958042,45.8772126,62.10811711,95.60974902,62.08169203,0.5512289,0.713193646,0.982970053,0.62584998
D12,52,D12-52,D12-52,1,ubqln2-P506T-?UBL,2,119.1318328,153.2801636,NA,NA,40.8488546,69.52209955,NA,NA,0.342887821,0.453562274,NA,NA
